               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 151,            0.010497,           0.0018983,            0.001534,             0.99876,                   1,               0.995,             0.96908,           0.0060148,            0.001472,           0.0010934,             0.00703,             0.00703,             0.00703
                 152,           0.0076287,           0.0018245,           0.0014715,             0.99886,                   1,               0.995,             0.97734,           0.0054389,           0.0014346,           0.0010722,           0.0070102,           0.0070102,           0.0070102
                 153,            0.010463,           0.0020849,           0.0015097,             0.99877,                   1,               0.995,             0.97003,            0.005922,           0.0015048,           0.0010695,           0.0069904,           0.0069904,           0.0069904
                 154,            0.010149,           0.0018456,           0.0015396,             0.99852,                   1,               0.995,             0.97218,           0.0061553,           0.0014913,           0.0011229,           0.0069706,           0.0069706,           0.0069706
                 155,           0.0082803,           0.0018261,            0.001489,             0.99834,                   1,               0.995,             0.97377,           0.0056264,           0.0014659,            0.001168,           0.0069508,           0.0069508,           0.0069508
                 156,           0.0089574,           0.0019239,           0.0015604,             0.99869,                   1,               0.995,             0.97804,           0.0055899,           0.0014851,           0.0011569,            0.006931,            0.006931,            0.006931
                 157,           0.0078423,           0.0018017,           0.0014335,             0.99866,                   1,               0.995,             0.98363,           0.0051346,           0.0015013,            0.001101,           0.0069112,           0.0069112,           0.0069112
                 158,           0.0092566,           0.0019092,           0.0014255,             0.99879,                   1,               0.995,             0.96426,           0.0056689,            0.001407,           0.0010403,           0.0068914,           0.0068914,           0.0068914
                 159,            0.008943,           0.0019812,           0.0014241,             0.99879,                   1,               0.995,             0.97631,           0.0060607,           0.0014958,           0.0010707,           0.0068716,           0.0068716,           0.0068716
                 160,           0.0094698,           0.0018139,           0.0015124,              0.9987,                   1,               0.995,             0.97117,           0.0059847,           0.0014373,           0.0011145,           0.0068518,           0.0068518,           0.0068518
                 161,           0.0085499,           0.0018224,           0.0015185,              0.9986,                   1,               0.995,             0.97916,            0.005565,           0.0014288,            0.001204,            0.006832,            0.006832,            0.006832
                 162,             0.00843,           0.0018357,           0.0015068,             0.99869,                   1,               0.995,             0.97089,           0.0057553,           0.0014746,           0.0011577,           0.0068122,           0.0068122,           0.0068122
                 163,           0.0077908,           0.0018868,           0.0014372,             0.99875,                   1,               0.995,              0.9797,           0.0043585,            0.001418,           0.0010666,           0.0067924,           0.0067924,           0.0067924
                 164,           0.0091006,           0.0018542,           0.0013891,             0.99881,                   1,               0.995,             0.97441,           0.0051401,           0.0014523,           0.0010378,           0.0067726,           0.0067726,           0.0067726
                 165,           0.0094649,           0.0017968,           0.0014099,             0.99876,                   1,               0.995,             0.97521,           0.0059006,           0.0015698,           0.0010892,           0.0067528,           0.0067528,           0.0067528
                 166,           0.0078092,           0.0018566,           0.0014793,             0.99878,                   1,               0.995,             0.98574,           0.0054277,            0.001417,           0.0011096,            0.006733,            0.006733,            0.006733
                 167,            0.010867,           0.0017946,           0.0015368,             0.99866,                   1,               0.995,             0.98281,           0.0045306,           0.0013743,           0.0010871,           0.0067132,           0.0067132,           0.0067132
                 168,           0.0087911,           0.0018143,           0.0014784,             0.99873,                   1,               0.995,             0.97949,           0.0050403,           0.0014154,           0.0010788,           0.0066934,           0.0066934,           0.0066934
                 169,            0.010295,           0.0018552,           0.0015044,             0.99864,                   1,               0.995,             0.98174,            0.005867,           0.0014899,           0.0010789,           0.0066736,           0.0066736,           0.0066736
                 170,           0.0086191,           0.0018712,           0.0014181,             0.99875,                   1,               0.995,             0.96814,           0.0046588,           0.0014733,           0.0011228,           0.0066538,           0.0066538,           0.0066538
                 171,           0.0089528,           0.0017272,           0.0014388,             0.99892,                   1,               0.995,              0.9814,           0.0045276,           0.0014582,           0.0010941,            0.006634,            0.006634,            0.006634
                 172,           0.0080212,             0.00171,            0.001351,             0.99886,                   1,               0.995,             0.98475,           0.0044987,             0.00139,           0.0010318,           0.0066142,           0.0066142,           0.0066142
                 173,           0.0075891,           0.0017972,           0.0013277,             0.99854,                   1,               0.995,             0.98023,           0.0057646,           0.0013971,           0.0009992,           0.0065944,           0.0065944,           0.0065944
                 174,           0.0089502,           0.0018516,           0.0014193,             0.99843,                   1,               0.995,             0.97834,           0.0049317,           0.0015364,           0.0010411,           0.0065746,           0.0065746,           0.0065746
                 175,            0.009219,           0.0018182,           0.0014233,             0.99863,                   1,               0.995,              0.9762,            0.005041,           0.0015346,           0.0010564,           0.0065548,           0.0065548,           0.0065548
                 176,           0.0085877,            0.001752,           0.0013966,             0.99874,                   1,               0.995,             0.97357,           0.0056055,           0.0015995,           0.0010558,            0.006535,            0.006535,            0.006535
                 177,           0.0074423,           0.0018052,           0.0013546,             0.99878,                   1,               0.995,             0.98131,           0.0060958,           0.0016058,            0.001074,           0.0065152,           0.0065152,           0.0065152
                 178,            0.008594,           0.0018726,           0.0013987,             0.99869,                   1,               0.995,             0.97723,           0.0048759,           0.0014629,           0.0011223,           0.0064954,           0.0064954,           0.0064954
                 179,            0.009233,           0.0017241,            0.001449,             0.99863,                   1,               0.995,             0.98549,           0.0050475,           0.0013919,           0.0011372,           0.0064756,           0.0064756,           0.0064756
                 180,           0.0083779,           0.0017588,           0.0014166,             0.99859,                   1,               0.995,             0.98642,           0.0050581,           0.0013957,           0.0010439,           0.0064558,           0.0064558,           0.0064558
                 181,           0.0075506,           0.0018702,           0.0013395,             0.99872,                   1,               0.995,             0.97864,           0.0052528,           0.0014775,          0.00096889,            0.006436,            0.006436,            0.006436
                 182,           0.0092118,            0.001912,           0.0014064,             0.99874,                   1,               0.995,             0.97328,           0.0051698,           0.0014347,           0.0010124,           0.0064162,           0.0064162,           0.0064162
                 183,           0.0083196,           0.0019029,           0.0014124,             0.99842,                   1,               0.995,             0.97557,           0.0052123,           0.0014109,           0.0010318,           0.0063964,           0.0063964,           0.0063964
                 184,           0.0077376,           0.0017791,           0.0013345,             0.99872,                   1,               0.995,             0.97771,           0.0049189,           0.0014406,          0.00096614,           0.0063766,           0.0063766,           0.0063766
                 185,           0.0078513,           0.0017847,           0.0013076,             0.99878,                   1,               0.995,              0.9832,           0.0052349,            0.001532,          0.00095226,           0.0063568,           0.0063568,           0.0063568
                 186,           0.0090006,            0.001793,           0.0013009,             0.99873,                   1,               0.995,             0.98092,           0.0052298,           0.0013852,          0.00095445,            0.006337,            0.006337,            0.006337
                 187,           0.0083256,           0.0017465,           0.0012998,             0.99872,                   1,               0.995,             0.98357,           0.0044101,           0.0013322,           0.0009701,           0.0063172,           0.0063172,           0.0063172
                 188,           0.0081872,           0.0016257,            0.001293,              0.9988,                   1,               0.995,             0.98442,           0.0046583,           0.0013245,           0.0009768,           0.0062974,           0.0062974,           0.0062974
                 189,           0.0093074,           0.0017553,            0.001324,             0.99881,                   1,               0.995,             0.98298,           0.0044193,           0.0013409,          0.00098515,           0.0062776,           0.0062776,           0.0062776
                 190,           0.0082994,            0.001653,           0.0012912,             0.99883,                   1,               0.995,             0.98118,           0.0053106,           0.0013765,          0.00095041,           0.0062578,           0.0062578,           0.0062578
                 191,           0.0075061,           0.0016516,           0.0012761,             0.99887,                   1,               0.995,             0.98656,           0.0042121,           0.0012767,          0.00094665,            0.006238,            0.006238,            0.006238
                 192,           0.0086563,           0.0018324,           0.0013671,             0.99883,                   1,               0.995,             0.98485,           0.0036012,            0.001315,          0.00097842,           0.0062182,           0.0062182,           0.0062182
                 193,            0.006509,           0.0016684,           0.0013002,             0.99881,                   1,               0.995,              0.9837,           0.0048149,           0.0013746,          0.00099745,           0.0061984,           0.0061984,           0.0061984
                 194,           0.0073494,           0.0017575,           0.0013277,             0.99852,                   1,               0.995,             0.98639,           0.0044993,           0.0013708,          0.00096535,           0.0061786,           0.0061786,           0.0061786
                 195,           0.0087527,           0.0016317,           0.0012794,             0.99818,                   1,               0.995,             0.97748,           0.0047651,           0.0013746,          0.00093771,           0.0061588,           0.0061588,           0.0061588
                 196,           0.0077704,           0.0017952,           0.0012566,             0.99823,                   1,               0.995,              0.9887,           0.0049914,           0.0013148,          0.00094209,            0.006139,            0.006139,            0.006139
                 197,            0.009554,           0.0018452,           0.0013074,             0.99869,                   1,               0.995,             0.98493,            0.004886,           0.0013701,          0.00098652,           0.0061192,           0.0061192,           0.0061192
                 198,            0.008618,           0.0017231,           0.0013355,             0.99881,                   1,               0.995,             0.98129,           0.0047045,           0.0013495,           0.0010421,           0.0060994,           0.0060994,           0.0060994
                 199,           0.0072497,           0.0016872,           0.0013039,             0.99886,                   1,               0.995,             0.98235,           0.0040939,           0.0013286,          0.00096538,           0.0060796,           0.0060796,           0.0060796
                 200,           0.0070791,           0.0015849,           0.0012138,             0.99882,                   1,               0.995,             0.98259,           0.0065966,            0.001365,          0.00089617,           0.0060598,           0.0060598,           0.0060598
                 201,           0.0070733,           0.0015493,           0.0011759,             0.99882,                   1,               0.995,             0.98245,            0.003837,           0.0013125,          0.00087759,             0.00604,             0.00604,             0.00604
                 202,           0.0080905,           0.0017673,           0.0012808,             0.99878,                   1,               0.995,             0.96747,           0.0048482,           0.0014202,          0.00089998,           0.0060202,           0.0060202,           0.0060202
                 203,             0.00837,           0.0016438,           0.0012852,             0.99877,                   1,               0.995,             0.98049,           0.0048122,           0.0013726,          0.00093678,           0.0060004,           0.0060004,           0.0060004
                 204,           0.0066944,           0.0017595,           0.0012938,              0.9988,                   1,               0.995,             0.97686,           0.0040635,           0.0013568,          0.00096016,           0.0059806,           0.0059806,           0.0059806
                 205,            0.006866,            0.001712,           0.0012882,             0.99858,                   1,               0.995,             0.98219,           0.0040508,           0.0013346,          0.00097324,           0.0059608,           0.0059608,           0.0059608
                 206,           0.0077737,           0.0016939,           0.0012979,             0.99865,                   1,               0.995,             0.98614,           0.0048237,           0.0013707,           0.0009818,            0.005941,            0.005941,            0.005941
                 207,           0.0088083,           0.0017375,           0.0014221,             0.99885,                   1,               0.995,             0.97868,           0.0048339,           0.0013408,          0.00092448,           0.0059212,           0.0059212,           0.0059212
                 208,           0.0072352,           0.0016431,           0.0012025,              0.9988,                   1,               0.995,             0.98658,           0.0043998,           0.0013315,          0.00090166,           0.0059014,           0.0059014,           0.0059014
                 209,           0.0078613,           0.0016859,           0.0012425,             0.99874,                   1,               0.995,             0.98642,           0.0041668,            0.001394,          0.00093306,           0.0058816,           0.0058816,           0.0058816
                 210,           0.0075951,           0.0016568,           0.0012402,             0.99875,                   1,               0.995,             0.99004,           0.0052655,           0.0013402,           0.0009394,           0.0058618,           0.0058618,           0.0058618
                 211,           0.0094742,           0.0016978,           0.0012763,             0.99885,                   1,               0.995,             0.98929,           0.0048895,           0.0013254,          0.00090862,            0.005842,            0.005842,            0.005842
                 212,           0.0085474,           0.0016495,           0.0012147,             0.99884,                   1,               0.995,             0.98833,           0.0042909,           0.0013613,           0.0009175,           0.0058222,           0.0058222,           0.0058222
                 213,           0.0059318,           0.0015925,           0.0012087,             0.99887,                   1,               0.995,             0.98721,            0.004572,           0.0014198,          0.00093685,           0.0058024,           0.0058024,           0.0058024
                 214,           0.0069997,           0.0016656,           0.0012275,             0.99878,                   1,               0.995,             0.98745,           0.0037777,           0.0013733,          0.00092392,           0.0057826,           0.0057826,           0.0057826
                 215,           0.0060095,           0.0015621,            0.001128,             0.99878,                   1,               0.995,             0.98647,           0.0042301,           0.0013302,          0.00085386,           0.0057628,           0.0057628,           0.0057628
                 216,           0.0089536,           0.0017934,           0.0011428,             0.99887,                   1,               0.995,             0.98402,           0.0040523,           0.0014034,          0.00085523,            0.005743,            0.005743,            0.005743
                 217,            0.006495,           0.0016316,           0.0011634,             0.99893,                   1,               0.995,             0.98706,           0.0040818,           0.0013132,          0.00087224,           0.0057232,           0.0057232,           0.0057232
                 218,           0.0064607,           0.0016671,           0.0011721,             0.99887,                   1,               0.995,             0.97826,           0.0041003,           0.0013656,          0.00088439,           0.0057034,           0.0057034,           0.0057034
                 219,           0.0079062,           0.0016419,           0.0011901,             0.99884,                   1,               0.995,             0.98835,           0.0038921,           0.0013297,          0.00088699,           0.0056836,           0.0056836,           0.0056836
                 220,           0.0082986,           0.0016834,           0.0012874,             0.99881,                   1,               0.995,             0.98361,           0.0042246,           0.0013361,          0.00089205,           0.0056638,           0.0056638,           0.0056638
                 221,           0.0097429,           0.0018338,           0.0012466,             0.99874,                   1,               0.995,             0.98652,           0.0043825,           0.0013612,          0.00090985,            0.005644,            0.005644,            0.005644
                 222,            0.008037,           0.0017421,           0.0013088,              0.9981,                   1,               0.995,             0.98317,           0.0039143,           0.0013164,           0.0010085,           0.0056242,           0.0056242,           0.0056242
                 223,            0.006976,           0.0017521,            0.001201,             0.99846,                   1,               0.995,             0.98149,           0.0045808,           0.0013258,          0.00093069,           0.0056044,           0.0056044,           0.0056044
                 224,           0.0088082,           0.0016957,           0.0012144,             0.99867,                   1,               0.995,             0.98425,           0.0045646,           0.0013267,          0.00090462,           0.0055846,           0.0055846,           0.0055846
                 225,           0.0075898,           0.0016101,           0.0012029,             0.99868,                   1,               0.995,             0.98859,           0.0036972,           0.0013189,          0.00090396,           0.0055648,           0.0055648,           0.0055648
                 226,           0.0074206,           0.0016394,           0.0011312,             0.99886,                   1,               0.995,              0.9892,           0.0041928,           0.0013609,          0.00089558,            0.005545,            0.005545,            0.005545
                 227,           0.0080709,           0.0015456,           0.0011393,             0.99881,                   1,               0.995,             0.98829,           0.0041173,            0.001354,          0.00088661,           0.0055252,           0.0055252,           0.0055252
                 228,           0.0073666,           0.0016736,           0.0011774,             0.99865,                   1,               0.995,             0.98948,           0.0037776,            0.001258,          0.00088929,           0.0055054,           0.0055054,           0.0055054
                 229,           0.0075635,           0.0016312,           0.0011633,             0.99878,                   1,               0.995,             0.98961,           0.0040722,           0.0012965,          0.00089172,           0.0054856,           0.0054856,           0.0054856
                 230,           0.0084374,           0.0016373,           0.0011781,             0.99883,                   1,               0.995,             0.98877,           0.0037967,            0.001324,          0.00085765,           0.0054658,           0.0054658,           0.0054658
                 231,           0.0083729,           0.0016661,           0.0011491,             0.99889,                   1,               0.995,             0.98664,            0.004127,           0.0012708,          0.00082158,            0.005446,            0.005446,            0.005446
                 232,           0.0064875,           0.0016289,           0.0011005,             0.99892,                   1,               0.995,             0.98956,           0.0040324,            0.001274,           0.0008324,           0.0054262,           0.0054262,           0.0054262
                 233,           0.0076307,           0.0017352,           0.0011424,               0.999,                   1,               0.995,             0.98882,           0.0041575,           0.0013205,          0.00086302,           0.0054064,           0.0054064,           0.0054064
                 234,           0.0072357,           0.0015912,           0.0011437,             0.99898,                   1,               0.995,             0.98568,           0.0039773,           0.0013748,          0.00088673,           0.0053866,           0.0053866,           0.0053866
                 235,            0.010093,            0.001754,           0.0012647,             0.99898,                   1,               0.995,             0.98563,           0.0045765,           0.0014803,          0.00087246,           0.0053668,           0.0053668,           0.0053668
                 236,           0.0068681,           0.0016639,           0.0011263,             0.99885,                   1,               0.995,             0.98934,           0.0038941,           0.0012561,          0.00085785,            0.005347,            0.005347,            0.005347
                 237,           0.0065751,           0.0015575,           0.0011157,             0.99875,                   1,               0.995,             0.99035,            0.003864,           0.0012318,          0.00085329,           0.0053272,           0.0053272,           0.0053272
                 238,           0.0075358,           0.0016029,           0.0011005,             0.99876,                   1,               0.995,             0.98837,            0.004121,           0.0012411,          0.00085609,           0.0053074,           0.0053074,           0.0053074
                 239,           0.0078636,           0.0016141,           0.0011205,             0.99883,                   1,               0.995,             0.99082,           0.0042294,           0.0013134,          0.00085115,           0.0052876,           0.0052876,           0.0052876
                 240,           0.0061499,           0.0015907,           0.0011349,              0.9989,                   1,               0.995,             0.98946,           0.0038256,           0.0012667,          0.00087448,           0.0052678,           0.0052678,           0.0052678
                 241,           0.0069525,           0.0016572,           0.0011452,             0.99895,                   1,               0.995,             0.98869,           0.0038089,           0.0012801,          0.00086801,            0.005248,            0.005248,            0.005248
                 242,           0.0067041,            0.001649,           0.0011257,              0.9989,                   1,               0.995,             0.98478,           0.0036696,           0.0012964,           0.0008322,           0.0052282,           0.0052282,           0.0052282
                 243,           0.0067605,           0.0015689,           0.0010503,             0.99891,                   1,               0.995,             0.98951,           0.0037037,           0.0013364,          0.00079373,           0.0052084,           0.0052084,           0.0052084
                 244,           0.0059526,            0.001574,           0.0010466,             0.99899,                   1,               0.995,             0.98975,           0.0043091,           0.0012577,          0.00078842,           0.0051886,           0.0051886,           0.0051886
                 245,           0.0065825,           0.0015234,           0.0010243,             0.99894,                   1,               0.995,             0.98988,           0.0038112,           0.0012845,          0.00080221,           0.0051688,           0.0051688,           0.0051688
                 246,           0.0069847,           0.0016071,           0.0011246,             0.99879,                   1,               0.995,             0.99201,           0.0043854,           0.0012571,          0.00081791,            0.005149,            0.005149,            0.005149
                 247,           0.0076815,           0.0016087,           0.0010853,             0.99886,                   1,               0.995,              0.9904,           0.0041697,           0.0012542,          0.00081818,           0.0051292,           0.0051292,           0.0051292
                 248,           0.0059423,           0.0015524,           0.0011557,             0.99893,                   1,               0.995,             0.98896,           0.0043809,            0.001335,          0.00079931,           0.0051094,           0.0051094,           0.0051094
                 249,           0.0069768,           0.0016242,           0.0011237,             0.99881,                   1,               0.995,             0.98461,           0.0040603,            0.001239,          0.00082276,           0.0050896,           0.0050896,           0.0050896
                 250,           0.0089207,           0.0016356,           0.0011487,             0.99879,                   1,               0.995,             0.98819,           0.0041871,            0.001238,          0.00086003,           0.0050698,           0.0050698,           0.0050698
                 251,           0.0078813,           0.0017397,           0.0011435,             0.99849,                   1,               0.995,              0.9877,           0.0041308,           0.0012842,          0.00087493,             0.00505,             0.00505,             0.00505
                 252,           0.0068709,            0.001565,           0.0011419,             0.99861,                   1,               0.995,             0.98822,           0.0040355,           0.0012767,           0.0008768,           0.0050302,           0.0050302,           0.0050302
                 253,           0.0072671,           0.0015972,           0.0010946,             0.99879,                   1,               0.995,              0.9856,           0.0040707,           0.0013093,          0.00084609,           0.0050104,           0.0050104,           0.0050104
                 254,             0.00669,           0.0015511,            0.001071,             0.99885,                   1,               0.995,               0.989,           0.0034383,           0.0012397,          0.00081634,           0.0049906,           0.0049906,           0.0049906
                 255,           0.0065169,           0.0015913,           0.0010239,             0.99886,                   1,               0.995,              0.9903,           0.0040061,           0.0012534,          0.00078274,           0.0049708,           0.0049708,           0.0049708
                 256,           0.0071427,           0.0016637,           0.0010475,             0.99883,                   1,               0.995,             0.98764,           0.0042273,           0.0012409,           0.0007988,            0.004951,            0.004951,            0.004951
                 257,           0.0075185,           0.0015368,           0.0011362,             0.99888,                   1,               0.995,             0.99048,           0.0036071,           0.0012549,          0.00085572,           0.0049312,           0.0049312,           0.0049312
                 258,            0.007464,           0.0015617,           0.0011282,             0.99888,                   1,               0.995,             0.99015,             0.00346,           0.0012512,          0.00089324,           0.0049114,           0.0049114,           0.0049114
                 259,           0.0063643,           0.0015647,            0.001115,             0.99892,                   1,               0.995,             0.98825,           0.0039929,           0.0012624,          0.00086691,           0.0048916,           0.0048916,           0.0048916
                 260,           0.0076701,           0.0014874,           0.0010855,             0.99894,                   1,               0.995,             0.98665,           0.0036965,           0.0013396,          0.00084077,           0.0048718,           0.0048718,           0.0048718
                 261,           0.0070991,           0.0015664,            0.001112,             0.99894,                   1,               0.995,             0.98645,           0.0040098,           0.0012818,          0.00083547,            0.004852,            0.004852,            0.004852
                 262,           0.0066117,           0.0016335,           0.0012729,             0.99888,                   1,               0.995,             0.98862,           0.0038387,           0.0012382,          0.00081716,           0.0048322,           0.0048322,           0.0048322
                 263,           0.0067243,           0.0015516,          0.00099667,              0.9989,                   1,               0.995,             0.98515,           0.0040747,           0.0012819,          0.00078821,           0.0048124,           0.0048124,           0.0048124
                 264,           0.0087202,            0.001625,           0.0010721,             0.99888,                   1,               0.995,             0.98845,           0.0032614,            0.001252,          0.00078253,           0.0047926,           0.0047926,           0.0047926
                 265,           0.0075187,           0.0016578,           0.0010458,             0.99883,                   1,               0.995,             0.98454,           0.0040005,           0.0013096,          0.00080423,           0.0047728,           0.0047728,           0.0047728
                 266,           0.0060571,           0.0015556,           0.0010637,             0.99872,                   1,               0.995,             0.99102,           0.0033823,           0.0012268,          0.00084502,            0.004753,            0.004753,            0.004753
                 267,           0.0066778,           0.0015647,           0.0020576,             0.99869,                   1,               0.995,             0.98722,           0.0034742,           0.0012141,          0.00083223,           0.0047332,           0.0047332,           0.0047332
                 268,           0.0063317,           0.0015146,          0.00098339,             0.99879,                   1,               0.995,             0.98674,           0.0036402,           0.0013031,          0.00077716,           0.0047134,           0.0047134,           0.0047134
                 269,           0.0076726,           0.0016687,           0.0010187,             0.99887,                   1,               0.995,             0.98935,            0.003851,           0.0012975,            0.000754,           0.0046936,           0.0046936,           0.0046936
                 270,           0.0065312,           0.0015529,           0.0012662,             0.99885,                   1,               0.995,             0.98797,           0.0035056,           0.0012995,          0.00077139,           0.0046738,           0.0046738,           0.0046738
                 271,           0.0090143,           0.0015607,           0.0010277,             0.99871,                   1,               0.995,             0.98836,           0.0037732,            0.001264,           0.0007687,            0.004654,            0.004654,            0.004654
                 272,           0.0077511,           0.0015859,           0.0010257,             0.99887,                   1,               0.995,             0.98683,           0.0038358,           0.0013115,          0.00078299,           0.0046342,           0.0046342,           0.0046342
                 273,           0.0066995,           0.0015375,           0.0010065,             0.99885,                   1,               0.995,             0.98837,           0.0033289,           0.0013523,           0.0007969,           0.0046144,           0.0046144,           0.0046144
                 274,           0.0092269,           0.0016582,           0.0012111,             0.99876,                   1,               0.995,             0.98704,           0.0037845,           0.0013152,           0.0007873,           0.0045946,           0.0045946,           0.0045946
                 275,           0.0069476,           0.0016156,           0.0010772,             0.99886,                   1,               0.995,             0.98716,            0.003532,           0.0012374,          0.00078151,           0.0045748,           0.0045748,           0.0045748
                 276,           0.0061328,             0.00158,          0.00095682,             0.99884,                   1,               0.995,              0.9904,           0.0035648,           0.0012118,          0.00075072,            0.004555,            0.004555,            0.004555
                 277,           0.0062366,           0.0014506,          0.00093422,             0.99893,                   1,               0.995,             0.98951,           0.0037279,           0.0012486,          0.00072757,           0.0045352,           0.0045352,           0.0045352
                 278,           0.0058166,           0.0015211,          0.00093183,             0.99896,                   1,               0.995,             0.98919,           0.0033219,           0.0012422,          0.00073458,           0.0045154,           0.0045154,           0.0045154
                 279,           0.0069036,           0.0014914,           0.0009447,             0.99894,                   1,               0.995,             0.99008,           0.0036855,           0.0012501,          0.00073938,           0.0044956,           0.0044956,           0.0044956
                 280,            0.007216,           0.0015565,          0.00096627,             0.99889,                   1,               0.995,             0.99129,           0.0035282,           0.0011793,          0.00074907,           0.0044758,           0.0044758,           0.0044758
                 281,           0.0074726,           0.0015089,           0.0009758,             0.99886,                   1,               0.995,              0.9884,           0.0039221,           0.0012236,           0.0007641,            0.004456,            0.004456,            0.004456
                 282,           0.0080975,           0.0015395,          0.00098776,             0.99882,                   1,               0.995,             0.98977,           0.0032356,           0.0012055,          0.00078308,           0.0044362,           0.0044362,           0.0044362
                 283,           0.0062659,           0.0015564,          0.00099181,             0.99873,                   1,               0.995,             0.98537,           0.0033017,           0.0012686,          0.00077453,           0.0044164,           0.0044164,           0.0044164
                 284,           0.0056387,            0.001466,          0.00092174,             0.99882,                   1,               0.995,             0.99186,           0.0039944,           0.0013019,           0.0007432,           0.0043966,           0.0043966,           0.0043966
                 285,           0.0060625,           0.0015262,          0.00092855,             0.99886,                   1,               0.995,             0.99099,           0.0037078,           0.0013211,          0.00073497,           0.0043768,           0.0043768,           0.0043768
                 286,           0.0062648,           0.0015129,          0.00096487,             0.99882,                   1,               0.995,             0.98916,           0.0034971,           0.0012677,          0.00075844,            0.004357,            0.004357,            0.004357
                 287,           0.0056217,           0.0014564,          0.00095431,             0.99887,                   1,               0.995,             0.98824,           0.0039754,           0.0012248,          0.00075795,           0.0043372,           0.0043372,           0.0043372
                 288,           0.0052419,           0.0014532,          0.00094716,              0.9989,                   1,               0.995,             0.98943,           0.0036038,           0.0012148,          0.00074006,           0.0043174,           0.0043174,           0.0043174
                 289,           0.0060276,           0.0013688,          0.00091943,             0.99892,                   1,               0.995,             0.99019,           0.0036406,            0.001191,          0.00072126,           0.0042976,           0.0042976,           0.0042976
                 290,           0.0069755,           0.0015393,          0.00092621,             0.99887,                   1,               0.995,             0.98813,           0.0032224,           0.0012221,          0.00070685,           0.0042778,           0.0042778,           0.0042778
                 291,           0.0074513,           0.0015484,          0.00091406,             0.99888,                   1,               0.995,             0.98873,           0.0034877,           0.0012566,          0.00071502,            0.004258,            0.004258,            0.004258
                 292,           0.0063513,           0.0014196,          0.00092971,             0.99886,                   1,               0.995,             0.99129,           0.0033507,           0.0012317,          0.00072841,           0.0042382,           0.0042382,           0.0042382
                 293,           0.0074775,           0.0013764,          0.00091639,             0.99887,                   1,               0.995,             0.99001,           0.0036931,           0.0011796,          0.00072335,           0.0042184,           0.0042184,           0.0042184
                 294,           0.0070371,           0.0014182,          0.00094605,              0.9989,                   1,               0.995,             0.98995,           0.0031332,           0.0011398,          0.00069093,           0.0041986,           0.0041986,           0.0041986
                 295,           0.0070241,           0.0015065,          0.00087746,             0.99897,                   1,               0.995,              0.9918,           0.0031676,           0.0011319,          0.00066818,           0.0041788,           0.0041788,           0.0041788
                 296,           0.0056802,           0.0014586,           0.0009141,             0.99899,                   1,               0.995,             0.99183,           0.0032445,           0.0011622,          0.00067232,            0.004159,            0.004159,            0.004159
                 297,           0.0056376,           0.0014011,          0.00089885,               0.999,                   1,               0.995,             0.99199,            0.003353,           0.0011949,          0.00067415,           0.0041392,           0.0041392,           0.0041392
                 298,           0.0056256,           0.0014453,          0.00088367,             0.99892,                   1,               0.995,             0.99255,           0.0030603,           0.0012618,          0.00066064,           0.0041194,           0.0041194,           0.0041194
                 299,           0.0065684,           0.0014875,          0.00088585,             0.99894,                   1,               0.995,             0.98996,           0.0034259,           0.0011926,          0.00065174,           0.0040996,           0.0040996,           0.0040996
                 300,            0.006617,           0.0014622,          0.00087499,             0.99888,                   1,               0.995,             0.99098,           0.0036391,           0.0011847,          0.00067646,           0.0040798,           0.0040798,           0.0040798
                 301,           0.0057508,           0.0014596,          0.00087922,             0.99888,                   1,               0.995,             0.99177,           0.0035753,           0.0011518,          0.00067899,             0.00406,             0.00406,             0.00406
                 302,           0.0057605,           0.0015067,          0.00087885,             0.99885,                   1,               0.995,             0.98772,           0.0036107,           0.0011869,          0.00068187,           0.0040402,           0.0040402,           0.0040402
                 303,           0.0070358,           0.0015093,          0.00092003,             0.99877,                   1,               0.995,             0.99028,           0.0033733,            0.001179,          0.00069048,           0.0040204,           0.0040204,           0.0040204
                 304,           0.0049633,           0.0014554,          0.00090194,             0.99881,                   1,               0.995,              0.9916,           0.0031891,           0.0011983,          0.00069567,           0.0040006,           0.0040006,           0.0040006
                 305,           0.0068856,           0.0014501,          0.00089277,             0.99886,                   1,               0.995,              0.9896,           0.0034101,           0.0012008,          0.00067722,           0.0039808,           0.0039808,           0.0039808
                 306,           0.0053998,           0.0013985,          0.00086204,             0.99893,                   1,               0.995,             0.98942,           0.0032932,            0.001181,          0.00066446,            0.003961,            0.003961,            0.003961
                 307,           0.0052275,           0.0014294,           0.0008717,             0.99893,                   1,               0.995,             0.99142,           0.0035078,            0.001269,           0.0006459,           0.0039412,           0.0039412,           0.0039412
                 308,           0.0057787,           0.0014537,          0.00086223,             0.99891,                   1,               0.995,             0.98637,           0.0031936,            0.001157,          0.00064887,           0.0039214,           0.0039214,           0.0039214
                 309,           0.0063739,           0.0014095,           0.0008754,             0.99891,                   1,               0.995,             0.99026,           0.0033666,           0.0011682,          0.00064598,           0.0039016,           0.0039016,           0.0039016
