               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 310,           0.0049269,           0.0014327,          0.00085574,             0.99891,                   1,               0.995,             0.99161,           0.0032244,           0.0011853,          0.00064228,           0.0038818,           0.0038818,           0.0038818
                 311,           0.0063949,           0.0014732,          0.00088517,             0.99879,                   1,               0.995,             0.99282,           0.0031043,           0.0011685,          0.00063415,            0.003862,            0.003862,            0.003862
                 312,           0.0067117,           0.0014398,          0.00088837,             0.99878,                   1,               0.995,             0.98945,           0.0031597,           0.0011893,          0.00063128,           0.0038422,           0.0038422,           0.0038422
                 313,           0.0068889,           0.0014384,          0.00088039,             0.99885,                   1,               0.995,             0.99035,           0.0030612,           0.0011552,          0.00061221,           0.0038224,           0.0038224,           0.0038224
                 314,           0.0056651,           0.0013748,           0.0008414,             0.99892,                   1,               0.995,             0.99039,           0.0032287,           0.0011569,          0.00059157,           0.0038026,           0.0038026,           0.0038026
                 315,           0.0056416,           0.0013814,          0.00084321,             0.99894,                   1,               0.995,             0.99254,            0.003137,           0.0011488,           0.0005872,           0.0037828,           0.0037828,           0.0037828
                 316,           0.0065005,           0.0013405,          0.00086286,             0.99897,                   1,               0.995,             0.99258,           0.0028193,           0.0011095,          0.00058838,            0.003763,            0.003763,            0.003763
                 317,           0.0067271,           0.0014589,          0.00085175,             0.99892,                   1,               0.995,             0.98929,           0.0032684,           0.0011438,          0.00059619,           0.0037432,           0.0037432,           0.0037432
                 318,           0.0068497,           0.0015007,          0.00087239,             0.99888,                   1,               0.995,             0.99153,           0.0030927,           0.0011628,          0.00060184,           0.0037234,           0.0037234,           0.0037234
                 319,           0.0065117,            0.001424,          0.00087381,             0.99891,                   1,               0.995,             0.99084,           0.0035402,           0.0011456,           0.0005966,           0.0037036,           0.0037036,           0.0037036
                 320,           0.0058744,           0.0013843,          0.00084991,             0.99893,                   1,               0.995,             0.99213,           0.0032109,           0.0011937,          0.00055968,           0.0036838,           0.0036838,           0.0036838
                 321,           0.0047845,           0.0013573,          0.00079956,             0.99898,                   1,               0.995,             0.99134,           0.0032225,           0.0012546,          0.00052381,            0.003664,            0.003664,            0.003664
                 322,           0.0077032,           0.0014498,          0.00080983,             0.99896,                   1,               0.995,             0.99227,           0.0029974,           0.0011874,          0.00052096,           0.0036442,           0.0036442,           0.0036442
                 323,           0.0045221,           0.0012686,          0.00077816,              0.9989,                   1,               0.995,             0.99181,           0.0031766,           0.0011815,          0.00051654,           0.0036244,           0.0036244,           0.0036244
                 324,           0.0061216,           0.0013923,          0.00082208,             0.99896,                   1,               0.995,             0.99125,           0.0030516,           0.0011812,           0.0005438,           0.0036046,           0.0036046,           0.0036046
                 325,           0.0060933,           0.0014193,          0.00081383,             0.99895,                   1,               0.995,              0.9899,           0.0031599,           0.0012064,          0.00055289,           0.0035848,           0.0035848,           0.0035848
                 326,           0.0052654,            0.001427,          0.00082234,             0.99896,                   1,               0.995,             0.99079,           0.0028639,           0.0011432,          0.00053789,            0.003565,            0.003565,            0.003565
                 327,           0.0060511,           0.0014039,          0.00082888,             0.99902,                   1,               0.995,             0.98979,           0.0029468,           0.0011669,          0.00052554,           0.0035452,           0.0035452,           0.0035452
                 328,           0.0064578,           0.0014596,          0.00078334,             0.99896,                   1,               0.995,             0.99055,           0.0033075,           0.0011489,          0.00052136,           0.0035254,           0.0035254,           0.0035254
                 329,           0.0051389,           0.0013512,          0.00077502,             0.99897,                   1,               0.995,             0.99082,           0.0029221,           0.0011329,          0.00051353,           0.0035056,           0.0035056,           0.0035056
                 330,           0.0069539,           0.0014386,          0.00079592,             0.99895,                   1,               0.995,             0.99405,           0.0031004,           0.0011514,          0.00049604,           0.0034858,           0.0034858,           0.0034858
                 331,           0.0055132,           0.0013213,          0.00076522,             0.99899,                   1,               0.995,             0.99204,           0.0031341,           0.0011525,          0.00049251,            0.003466,            0.003466,            0.003466
                 332,           0.0060175,           0.0015417,          0.00077566,             0.99899,                   1,               0.995,             0.99244,           0.0029627,           0.0011419,          0.00049802,           0.0034462,           0.0034462,           0.0034462
                 333,           0.0050913,           0.0014962,          0.00080905,             0.99898,                   1,               0.995,             0.99288,           0.0029257,           0.0011429,          0.00050511,           0.0034264,           0.0034264,           0.0034264
                 334,           0.0061852,           0.0013356,          0.00078961,             0.99896,                   1,               0.995,             0.99282,           0.0027039,           0.0011122,          0.00048781,           0.0034066,           0.0034066,           0.0034066
                 335,           0.0051195,            0.001358,          0.00076953,               0.999,                   1,               0.995,             0.99206,           0.0030622,           0.0011318,           0.0004359,           0.0033868,           0.0033868,           0.0033868
                 336,           0.0058517,           0.0014357,          0.00076031,             0.99901,                   1,               0.995,             0.98987,           0.0028773,           0.0011611,          0.00040334,            0.003367,            0.003367,            0.003367
                 337,           0.0066738,           0.0014333,          0.00077457,             0.99899,                   1,               0.995,             0.99216,           0.0028805,           0.0011524,          0.00038914,           0.0033472,           0.0033472,           0.0033472
                 338,            0.004966,           0.0013796,          0.00075322,             0.99894,                   1,               0.995,             0.99287,           0.0029022,            0.001108,          0.00039978,           0.0033274,           0.0033274,           0.0033274
                 339,           0.0055747,            0.001392,          0.00076537,             0.99897,                   1,               0.995,             0.99246,           0.0029233,           0.0011064,          0.00045499,           0.0033076,           0.0033076,           0.0033076
                 340,           0.0048258,           0.0013495,          0.00077248,             0.99898,                   1,               0.995,             0.99094,           0.0029111,           0.0011179,          0.00046549,           0.0032878,           0.0032878,           0.0032878
                 341,           0.0049414,           0.0013265,          0.00076415,             0.99898,                   1,               0.995,              0.9936,            0.003037,           0.0011275,          0.00044175,            0.003268,            0.003268,            0.003268
                 342,           0.0056917,           0.0013344,          0.00076213,             0.99897,                   1,               0.995,             0.99267,           0.0029648,           0.0011288,          0.00040734,           0.0032482,           0.0032482,           0.0032482
                 343,           0.0053427,           0.0013815,          0.00073192,             0.99899,                   1,               0.995,             0.99159,           0.0029191,           0.0011008,          0.00038825,           0.0032284,           0.0032284,           0.0032284
                 344,           0.0060803,           0.0013881,          0.00074354,               0.999,                   1,               0.995,             0.99326,           0.0027891,             0.00109,          0.00038634,           0.0032086,           0.0032086,           0.0032086
                 345,           0.0053109,           0.0013196,          0.00072828,             0.99897,                   1,               0.995,              0.9926,           0.0031392,           0.0011007,           0.0003972,           0.0031888,           0.0031888,           0.0031888
                 346,           0.0045635,           0.0013666,           0.0007404,             0.99894,                   1,               0.995,             0.99134,           0.0030021,           0.0010972,          0.00039815,            0.003169,            0.003169,            0.003169
                 347,           0.0068022,           0.0014066,          0.00076193,              0.9989,                   1,               0.995,             0.99201,           0.0029106,           0.0010809,          0.00041295,           0.0031492,           0.0031492,           0.0031492
                 348,           0.0055517,           0.0013097,          0.00074993,             0.99892,                   1,               0.995,             0.99315,           0.0029407,           0.0011059,          0.00040459,           0.0031294,           0.0031294,           0.0031294
                 349,           0.0059216,           0.0013214,           0.0007381,             0.99895,                   1,               0.995,             0.99032,           0.0028829,           0.0011542,          0.00039235,           0.0031096,           0.0031096,           0.0031096
                 350,           0.0047573,           0.0014099,          0.00074356,             0.99897,                   1,               0.995,             0.99217,           0.0030459,           0.0011429,          0.00036916,           0.0030898,           0.0030898,           0.0030898
                 351,           0.0052454,           0.0012799,          0.00070094,               0.999,                   1,               0.995,             0.99183,           0.0030014,           0.0011234,          0.00036117,             0.00307,             0.00307,             0.00307
                 352,           0.0041924,           0.0013921,          0.00071908,             0.99901,                   1,               0.995,             0.99175,           0.0028416,           0.0011019,          0.00036605,           0.0030502,           0.0030502,           0.0030502
                 353,           0.0054046,            0.001377,          0.00075251,             0.99899,                   1,               0.995,             0.99069,           0.0029938,            0.001095,          0.00036024,           0.0030304,           0.0030304,           0.0030304
                 354,           0.0050144,           0.0012758,          0.00072479,             0.99899,                   1,               0.995,              0.9937,           0.0026979,           0.0010913,          0.00035411,           0.0030106,           0.0030106,           0.0030106
                 355,           0.0047402,           0.0012686,          0.00071059,               0.999,                   1,               0.995,             0.99323,           0.0029733,           0.0010874,          0.00033228,           0.0029908,           0.0029908,           0.0029908
                 356,           0.0066238,           0.0013188,          0.00069634,             0.99899,                   1,               0.995,             0.99212,            0.002727,           0.0010596,            0.000305,            0.002971,            0.002971,            0.002971
                 357,           0.0057296,           0.0013535,          0.00068719,             0.99901,                   1,               0.995,             0.99226,           0.0030099,           0.0011011,          0.00029847,           0.0029512,           0.0029512,           0.0029512
                 358,           0.0049431,           0.0013048,          0.00069077,             0.99898,                   1,               0.995,             0.99287,           0.0028569,           0.0010933,          0.00030522,           0.0029314,           0.0029314,           0.0029314
                 359,           0.0055077,           0.0012762,          0.00070177,               0.999,                   1,               0.995,             0.99373,           0.0028202,             0.00109,          0.00032686,           0.0029116,           0.0029116,           0.0029116
                 360,           0.0056032,           0.0013719,          0.00073279,             0.99901,                   1,               0.995,             0.99256,           0.0028477,           0.0011125,          0.00032957,           0.0028918,           0.0028918,           0.0028918
                 361,           0.0042868,            0.001335,          0.00069073,               0.999,                   1,               0.995,             0.99331,           0.0027954,           0.0011348,           0.0003291,            0.002872,            0.002872,            0.002872
                 362,           0.0047155,           0.0013665,          0.00071266,             0.99899,                   1,               0.995,             0.99178,           0.0027649,           0.0010933,          0.00033023,           0.0028522,           0.0028522,           0.0028522
                 363,           0.0045582,           0.0013249,          0.00070544,             0.99894,                   1,               0.995,             0.99191,           0.0027673,           0.0010834,          0.00032865,           0.0028324,           0.0028324,           0.0028324
                 364,           0.0064187,           0.0012282,          0.00070921,             0.99896,                   1,               0.995,             0.99196,           0.0028446,           0.0011519,          0.00031329,           0.0028126,           0.0028126,           0.0028126
                 365,           0.0056064,           0.0013972,          0.00069416,             0.99899,                   1,               0.995,             0.99185,           0.0030061,           0.0011299,          0.00029395,           0.0027928,           0.0027928,           0.0027928
                 366,           0.0056192,           0.0014304,          0.00070067,             0.99901,                   1,               0.995,             0.99211,           0.0028623,           0.0011118,          0.00028283,            0.002773,            0.002773,            0.002773
                 367,           0.0050398,           0.0012735,          0.00069548,             0.99893,                   1,               0.995,              0.9931,           0.0029077,            0.001126,          0.00028072,           0.0027532,           0.0027532,           0.0027532
                 368,             0.00417,           0.0012431,          0.00067327,             0.99887,                   1,               0.995,             0.98996,           0.0027908,           0.0011248,          0.00028206,           0.0027334,           0.0027334,           0.0027334
                 369,           0.0055515,           0.0013945,          0.00069965,             0.99898,                   1,               0.995,             0.99333,           0.0028492,           0.0011162,          0.00027704,           0.0027136,           0.0027136,           0.0027136
                 370,            0.004166,           0.0013304,          0.00066623,             0.99903,                   1,               0.995,             0.99337,           0.0027437,           0.0011208,          0.00027843,           0.0026938,           0.0026938,           0.0026938
                 371,           0.0041681,           0.0012425,          0.00067761,             0.99901,                   1,               0.995,             0.99254,           0.0026741,           0.0010792,          0.00027971,            0.002674,            0.002674,            0.002674
                 372,           0.0065966,           0.0013153,          0.00068877,               0.999,                   1,               0.995,             0.99191,           0.0026673,           0.0010907,          0.00027163,           0.0026542,           0.0026542,           0.0026542
                 373,           0.0065518,           0.0013375,          0.00070052,             0.99901,                   1,               0.995,             0.99253,           0.0029021,           0.0011121,          0.00026426,           0.0026344,           0.0026344,           0.0026344
                 374,           0.0046979,           0.0012977,           0.0006485,             0.99899,                   1,               0.995,             0.99206,           0.0027764,            0.001074,          0.00025819,           0.0026146,           0.0026146,           0.0026146
                 375,           0.0045372,            0.001309,          0.00066976,             0.99889,                   1,               0.995,             0.99157,           0.0028424,           0.0010719,          0.00025055,           0.0025948,           0.0025948,           0.0025948
                 376,           0.0041818,           0.0012867,          0.00064168,               0.999,                   1,               0.995,              0.9917,           0.0028145,            0.001083,          0.00025114,            0.002575,            0.002575,            0.002575
                 377,           0.0057371,           0.0012118,          0.00067993,             0.99901,                   1,               0.995,             0.99258,           0.0026045,           0.0010746,           0.0002501,           0.0025552,           0.0025552,           0.0025552
                 378,           0.0051313,           0.0013552,          0.00067218,             0.99898,                   1,               0.995,             0.99071,           0.0026243,           0.0010915,          0.00024809,           0.0025354,           0.0025354,           0.0025354
                 379,            0.005162,           0.0012883,          0.00065625,             0.99899,                   1,               0.995,             0.99254,            0.002608,           0.0011205,          0.00024306,           0.0025156,           0.0025156,           0.0025156
                 380,           0.0046438,           0.0013132,          0.00064591,             0.99899,                   1,               0.995,             0.99231,           0.0026552,           0.0010901,          0.00023212,           0.0024958,           0.0024958,           0.0024958
                 381,           0.0043263,           0.0012553,          0.00061387,             0.99899,                   1,               0.995,             0.99345,           0.0027596,           0.0010936,          0.00022603,            0.002476,            0.002476,            0.002476
                 382,           0.0044322,           0.0012722,           0.0006343,             0.99898,                   1,               0.995,             0.99341,           0.0028228,           0.0011098,          0.00022811,           0.0024562,           0.0024562,           0.0024562
                 383,           0.0045979,           0.0013088,          0.00062304,               0.999,                   1,               0.995,              0.9926,           0.0026122,           0.0010899,          0.00022783,           0.0024364,           0.0024364,           0.0024364
                 384,           0.0044228,           0.0012057,           0.0006175,               0.999,                   1,               0.995,             0.99365,           0.0027185,           0.0010592,          0.00021854,           0.0024166,           0.0024166,           0.0024166
                 385,           0.0057322,           0.0012995,          0.00062087,             0.99897,                   1,               0.995,             0.99344,            0.002623,           0.0010476,          0.00021671,           0.0023968,           0.0023968,           0.0023968
                 386,           0.0046435,           0.0012351,          0.00062565,             0.99905,                   1,               0.995,             0.99281,           0.0026264,           0.0010788,          0.00021474,            0.002377,            0.002377,            0.002377
                 387,           0.0043638,           0.0013002,          0.00059905,             0.99905,                   1,               0.995,              0.9934,           0.0028248,           0.0011114,          0.00020914,           0.0023572,           0.0023572,           0.0023572
                 388,           0.0038525,           0.0012284,           0.0005927,             0.99904,                   1,               0.995,             0.99289,           0.0025795,           0.0010554,          0.00020957,           0.0023374,           0.0023374,           0.0023374
                 389,           0.0053333,           0.0011791,          0.00064116,             0.99902,                   1,               0.995,             0.99294,           0.0026181,           0.0010626,          0.00021053,           0.0023176,           0.0023176,           0.0023176
                 390,           0.0035986,           0.0011277,          0.00058982,             0.99901,                   1,               0.995,             0.99226,           0.0025585,           0.0010464,          0.00020861,           0.0022978,           0.0022978,           0.0022978
                 391,            0.003982,           0.0013464,          0.00061153,             0.99901,                   1,               0.995,             0.99165,           0.0026513,           0.0010701,          0.00020511,            0.002278,            0.002278,            0.002278
                 392,           0.0065147,           0.0012611,          0.00064028,             0.99898,                   1,               0.995,              0.9916,           0.0025618,           0.0010716,          0.00020506,           0.0022582,           0.0022582,           0.0022582
                 393,           0.0055755,           0.0011702,          0.00060015,             0.99898,                   1,               0.995,              0.9901,           0.0025716,           0.0010844,          0.00020622,           0.0022384,           0.0022384,           0.0022384
                 394,           0.0064192,           0.0012276,          0.00061901,             0.99895,                   1,               0.995,             0.99182,           0.0024973,           0.0010664,          0.00020733,           0.0022186,           0.0022186,           0.0022186
                 395,            0.004392,           0.0012257,          0.00059961,             0.99899,                   1,               0.995,             0.99149,           0.0025714,           0.0010826,          0.00020355,           0.0021988,           0.0021988,           0.0021988
                 396,            0.003623,           0.0011992,          0.00058787,             0.99902,                   1,               0.995,              0.9921,           0.0026263,           0.0010799,          0.00020132,            0.002179,            0.002179,            0.002179
                 397,           0.0035767,           0.0012125,          0.00057906,             0.99898,                   1,               0.995,             0.99244,           0.0026243,           0.0010557,          0.00019824,           0.0021592,           0.0021592,           0.0021592
                 398,           0.0043194,           0.0012111,          0.00057712,             0.99898,                   1,               0.995,             0.99296,            0.002661,           0.0010586,          0.00019699,           0.0021394,           0.0021394,           0.0021394
                 399,           0.0044218,           0.0012727,          0.00059785,             0.99895,                   1,               0.995,              0.9929,           0.0026361,           0.0010538,          0.00019591,           0.0021196,           0.0021196,           0.0021196
                 400,           0.0037029,           0.0011506,          0.00058465,               0.999,                   1,               0.995,             0.99241,           0.0025289,           0.0010641,          0.00019799,           0.0020998,           0.0020998,           0.0020998
                 401,           0.0034131,           0.0012155,          0.00058981,             0.99902,                   1,               0.995,              0.9929,           0.0025436,           0.0010534,          0.00019434,             0.00208,             0.00208,             0.00208
                 402,           0.0049463,           0.0012236,          0.00061535,             0.99904,                   1,               0.995,             0.99235,           0.0026743,           0.0010659,          0.00018947,           0.0020602,           0.0020602,           0.0020602
                 403,           0.0047077,           0.0012679,          0.00056639,             0.99901,                   1,               0.995,             0.99304,           0.0025528,           0.0010201,          0.00018566,           0.0020404,           0.0020404,           0.0020404
                 404,           0.0040143,           0.0011195,          0.00057464,             0.99897,                   1,               0.995,             0.99241,           0.0024785,           0.0010129,          0.00018546,           0.0020206,           0.0020206,           0.0020206
                 405,           0.0041611,           0.0011417,          0.00056934,               0.999,                   1,               0.995,             0.99263,           0.0024583,           0.0010185,          0.00018339,           0.0020008,           0.0020008,           0.0020008
                 406,           0.0041875,           0.0012785,          0.00057976,             0.99901,                   1,               0.995,             0.99277,           0.0024701,           0.0010219,          0.00017943,            0.001981,            0.001981,            0.001981
                 407,           0.0055677,           0.0011833,          0.00058239,             0.99899,                   1,               0.995,             0.99321,           0.0025057,           0.0010058,          0.00017428,           0.0019612,           0.0019612,           0.0019612
                 408,           0.0034028,           0.0012214,          0.00054925,               0.999,                   1,               0.995,             0.99325,           0.0024508,          0.00099994,          0.00017159,           0.0019414,           0.0019414,           0.0019414
                 409,           0.0040843,           0.0011314,          0.00055682,             0.99903,                   1,               0.995,             0.99115,           0.0025185,           0.0010425,          0.00016933,           0.0019216,           0.0019216,           0.0019216
                 410,           0.0055795,             0.00137,          0.00056617,             0.99904,                   1,               0.995,             0.99308,            0.002509,           0.0010826,          0.00016819,           0.0019018,           0.0019018,           0.0019018
                 411,           0.0035997,           0.0011778,          0.00054024,             0.99904,                   1,               0.995,             0.99225,           0.0024318,           0.0010631,          0.00016778,            0.001882,            0.001882,            0.001882
                 412,           0.0039552,           0.0011817,          0.00055023,             0.99906,                   1,               0.995,             0.99258,           0.0024358,           0.0010318,           0.0001654,           0.0018622,           0.0018622,           0.0018622
                 413,            0.004523,           0.0011603,          0.00055822,             0.99906,                   1,               0.995,             0.99325,           0.0024383,           0.0010164,          0.00016269,           0.0018424,           0.0018424,           0.0018424
                 414,           0.0032937,           0.0011849,          0.00053756,             0.99905,                   1,               0.995,             0.99263,           0.0024715,           0.0010389,          0.00016075,           0.0018226,           0.0018226,           0.0018226
                 415,           0.0048064,           0.0011816,          0.00055379,             0.99903,                   1,               0.995,             0.99298,           0.0024569,           0.0010459,          0.00015482,           0.0018028,           0.0018028,           0.0018028
                 416,           0.0043042,           0.0011909,           0.0005442,             0.99901,                   1,               0.995,             0.99132,           0.0024509,           0.0010081,          0.00015072,            0.001783,            0.001783,            0.001783
                 417,           0.0058086,           0.0011266,          0.00055377,             0.99905,                   1,               0.995,               0.993,           0.0024979,           0.0010437,          0.00014921,           0.0017632,           0.0017632,           0.0017632
                 418,           0.0040738,           0.0011628,          0.00054049,             0.99904,                   1,               0.995,             0.99253,           0.0024592,           0.0010566,          0.00014647,           0.0017434,           0.0017434,           0.0017434
                 419,           0.0047883,           0.0013023,          0.00053141,             0.99898,                   1,               0.995,              0.9931,           0.0024242,           0.0010186,          0.00014404,           0.0017236,           0.0017236,           0.0017236
                 420,           0.0057186,           0.0012053,          0.00054023,             0.99896,                   1,               0.995,             0.99145,           0.0024218,           0.0010002,          0.00014241,           0.0017038,           0.0017038,           0.0017038
                 421,           0.0033862,           0.0011533,          0.00050953,             0.99897,                   1,               0.995,             0.99269,           0.0024128,          0.00099903,          0.00014115,            0.001684,            0.001684,            0.001684
                 422,           0.0046869,           0.0010247,          0.00051689,             0.99899,                   1,               0.995,             0.99336,           0.0024019,          0.00099573,          0.00014146,           0.0016642,           0.0016642,           0.0016642
                 423,           0.0040671,           0.0011152,          0.00054043,             0.99901,                   1,               0.995,             0.99295,           0.0023669,             0.00101,          0.00014059,           0.0016444,           0.0016444,           0.0016444
                 424,           0.0049285,           0.0011903,          0.00049923,             0.99901,                   1,               0.995,             0.99283,           0.0024263,           0.0010274,          0.00013572,           0.0016246,           0.0016246,           0.0016246
                 425,           0.0045612,           0.0012103,          0.00050586,             0.99904,                   1,               0.995,             0.99264,           0.0025132,           0.0010592,          0.00013253,           0.0016048,           0.0016048,           0.0016048
                 426,           0.0044498,           0.0011696,          0.00050882,             0.99903,                   1,               0.995,               0.993,           0.0023803,           0.0010505,          0.00013126,            0.001585,            0.001585,            0.001585
                 427,           0.0041121,            0.001142,          0.00051118,             0.99905,                   1,               0.995,             0.99122,           0.0024348,           0.0010631,          0.00013001,           0.0015652,           0.0015652,           0.0015652
                 428,           0.0036668,           0.0011013,          0.00049252,             0.99904,                   1,               0.995,             0.99201,           0.0023522,            0.001046,          0.00012777,           0.0015454,           0.0015454,           0.0015454
                 429,           0.0041721,           0.0011542,          0.00048576,             0.99898,                   1,               0.995,             0.99186,           0.0024364,           0.0010057,          0.00012159,           0.0015256,           0.0015256,           0.0015256
                 430,            0.004947,           0.0011996,          0.00050458,             0.99897,                   1,               0.995,             0.99237,           0.0023835,          0.00098498,          0.00011815,           0.0015058,           0.0015058,           0.0015058
